Oscilloscope Data File
Experiment Time :   21-02-2023 10:04:13
Number of frames: 50000

Module: E-2010B (8T773112)

Number Of Channels : 1
Input Rate In kHz: 10.000000
Input Time In Sec: 5.000000
Decimation: 1
Data Format: Calibr
Time markers scale: секунды
Segments: 1
Data as Time Sequence:
                    Ch  1
                 Канал 1

       0.0000 ;     2.344
       0.0001 ;     3.615
       0.0002 ;     2.036
       0.0003 ;     0.720
       0.0004 ;     2.314
       0.0005 ;    -0.679
       0.0006 ;     1.350
       0.0007 ;    -0.446
       0.0008 ;    -1.856
       0.0009 ;     0.034
       0.0010 ;    -2.599
       0.0011 ;    -0.285
       0.0012 ;    -2.449
       0.0013 ;    -4.421
       0.0014 ;    -2.486
       0.0015 ;    -4.905
       0.0016 ;    -1.759
       0.0017 ;    -5.070
       0.0018 ;    -7.380
       0.0019 ;    -5.021
       0.0020 ;    -7.316
       0.0021 ;    -4.459
       0.0022 ;    -6.885
       0.0023 ;    -9.240
       0.0024 ;    -6.176
       0.0025 ;    -8.696
       0.0026 ;    -6.277
       0.0027 ;    -8.194
       0.0028 ;    -9.803
       0.0029 ;    -7.402
       0.0030 ;   -10.174
       0.0031 ;    -7.920
       0.0032 ;    -9.375
       0.0033 ;   -10.639
       0.0034 ;    -8.168
       0.0035 ;   -11.475
       0.0036 ;    -9.709
       0.0037 ;   -10.496
       0.0038 ;   -11.197
       0.0039 ;    -9.394
       0.0040 ;   -11.981
       0.0041 ;   -11.032
       0.0042 ;   -11.531
       0.0043 ;   -11.824
       0.0044 ;   -11.092
       0.0045 ;   -12.799
       0.0046 ;   -12.022
       0.0047 ;   -12.540
       0.0048 ;   -12.709
       0.0049 ;   -12.896
       0.0050 ;   -12.765
       0.0051 ;   -13.384
       0.0052 ;   -13.553
       0.0053 ;   -13.440
       0.0054 ;   -14.546
       0.0055 ;   -12.247
       0.0056 ;   -14.115
       0.0057 ;   -13.598
       0.0058 ;   -13.290
       0.0059 ;   -15.495
       0.0060 ;   -11.745
       0.0061 ;   -14.779
       0.0062 ;   -13.699
       0.0063 ;   -13.275
       0.0064 ;   -16.642
       0.0065 ;   -10.916
       0.0066 ;   -14.797
       0.0067 ;   -12.934
       0.0068 ;   -12.281
       0.0069 ;   -15.574
       0.0070 ;   -10.545
       0.0071 ;   -13.755
       0.0072 ;   -12.338
       0.0073 ;   -11.404
       0.0074 ;   -14.209
       0.0075 ;    -9.772
       0.0076 ;   -12.765
       0.0077 ;   -11.107
       0.0078 ;    -9.817
       0.0079 ;   -12.236
       0.0080 ;    -9.053
       0.0081 ;   -11.490
       0.0082 ;    -9.896
       0.0083 ;    -8.606
       0.0084 ;   -10.365
       0.0085 ;    -8.340
       0.0086 ;    -9.907
       0.0087 ;    -8.569
       0.0088 ;    -7.327
       0.0089 ;    -8.227
       0.0090 ;    -7.335
       0.0091 ;    -7.845
       0.0092 ;    -6.945
       0.0093 ;    -6.457
       0.0094 ;    -6.229
       0.0095 ;    -6.270
       0.0096 ;    -6.259
       0.0097 ;    -5.595
       0.0098 ;    -5.377
       0.0099 ;    -4.440
       0.0100 ;    -5.381
       0.0101 ;    -4.590
       0.0102 ;    -4.072
       0.0103 ;    -3.742
       0.0104 ;    -2.149
       0.0105 ;    -3.806
       0.0106 ;    -1.489
       0.0107 ;    -1.429
       0.0108 ;    -1.901
       0.0109 ;     1.020
       0.0110 ;    -2.164
       0.0111 ;     0.510
       0.0112 ;     0.379
       0.0113 ;     0.090
       0.0114 ;     2.565
       0.0115 ;    -0.420
       0.0116 ;     2.280
       0.0117 ;     2.149
       0.0118 ;     2.156
       0.0119 ;     4.515
       0.0120 ;     2.107
       0.0121 ;     4.609
       0.0122 ;     4.474
       0.0123 ;     4.522
       0.0124 ;     6.728
       0.0125 ;     3.866
       0.0126 ;     6.334
       0.0127 ;     5.895
       0.0128 ;     5.707
       0.0129 ;     8.107
       0.0130 ;     4.954
       0.0131 ;     7.759
       0.0132 ;     7.331
       0.0133 ;     7.177
       0.0134 ;     9.862
       0.0135 ;     6.386
       0.0136 ;     9.202
       0.0137 ;     8.644
       0.0138 ;     8.299
       0.0139 ;    10.380
       0.0140 ;     8.160
       0.0141 ;     9.514
       0.0142 ;     9.664
       0.0143 ;     9.971
       0.0144 ;    10.890
       0.0145 ;     9.731
       0.0146 ;    10.751
       0.0147 ;    10.841
       0.0148 ;    11.047
       0.0149 ;    11.670
       0.0150 ;    11.272
       0.0151 ;    11.561
       0.0152 ;    12.139
       0.0153 ;    12.457
       0.0154 ;    12.536
       0.0155 ;    13.091
       0.0156 ;    12.176
       0.0157 ;    13.249
       0.0158 ;    14.381
       0.0159 ;    12.551
       0.0160 ;    14.167
       0.0161 ;    12.709
       0.0162 ;    13.470
       0.0163 ;    14.782
       0.0164 ;    12.202
       0.0165 ;    14.992
       0.0166 ;    12.626
       0.0167 ;    13.841
       0.0168 ;    15.292
       0.0169 ;    11.599
       0.0170 ;    15.551
       0.0171 ;    12.435
       0.0172 ;    13.384
       0.0173 ;    14.246
       0.0174 ;    10.477
       0.0175 ;    14.850
       0.0176 ;    11.415
       0.0177 ;    12.585
       0.0178 ;    13.339
       0.0179 ;    10.391
       0.0180 ;    14.411
       0.0181 ;    10.755
       0.0182 ;    11.467
       0.0183 ;    11.839
       0.0184 ;     8.850
       0.0185 ;    12.664
       0.0186 ;     9.799
       0.0187 ;    10.174
       0.0188 ;    10.357
       0.0189 ;     8.434
       0.0190 ;    10.511
       0.0191 ;     8.771
       0.0192 ;     8.535
       0.0193 ;     8.557
       0.0194 ;     7.702
       0.0195 ;     8.074
       0.0196 ;     7.462
       0.0197 ;     6.851
       0.0198 ;     6.874
       0.0199 ;     6.893
       0.0200 ;     5.816
       0.0201 ;     6.326
       0.0202 ;     5.509
       0.0203 ;     5.325
       0.0204 ;     6.075
